ticker,source,title,description,content,url,publishedAt
TSLA,ETF Daily News,Solar Stocks To Add to Your Watchlist – May 13th,"Tesla, First Solar, GE Vernova, Berkshire Hathaway, and NextEra Energy are the five Solar stocks to watch today, according to MarketBeat’s stock screener tool. Solar stocks are shares of publicly traded companies involved in the solar energy industry, includi…","Tesla, First Solar, GE Vernova, Berkshire Hathaway, and NextEra Energy are the five Solar stocks to watch today, according to MarketBeat’s stock screener tool. Solar stocks are shares of publicly tra… [+6090 chars]",https://www.etfdailynews.com/2025/05/15/solar-stocks-to-add-to-your-watchlist-may-13th/,2025-05-15 06:04:50+00:00
TSLA,ETF Daily News,Direxion Daily TSLA Bull 2X Shares Sees Unusually Large Options Volume (NASDAQ:TSLL),"Direxion Daily TSLA Bull 2X Shares (NASDAQ:TSLL – Get Free Report) was the target of unusually large options trading activity on Tuesday. Stock investors purchased 209,233 call options on the stock. This is an increase of 24% compared to the typical daily vol…","Direxion Daily TSLA Bull 2X Shares (NASDAQ:TSLL – Get Free Report) was the target of unusually large options trading activity on Tuesday. Stock investors purchased 209,233 call options on the stock. … [+2348 chars]",https://www.etfdailynews.com/2025/05/15/direxion-daily-tsla-bull-2x-shares-sees-unusually-large-options-volume-nasdaqtsll/,2025-05-15 05:18:52+00:00
TSLA,Biztoc.com,"This Key Tesla Supplier Just Slashed 10,000 Jobs. Is That a Red Flag for TSLA Stock?","Less than $10/month! Get more Watchlists, Portfolios, Custom Views and Chart Templates with Barchart Plus.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- ResourcesEuropean FuturesEuropean Group…","Less than $10/month! Get more Watchlists, Portfolios, Custom Views and Chart Templates with Barchart Plus.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesBut… [+142 chars]",https://biztoc.com/x/6c5ed44ce177bb5a,2025-05-14 20:16:24+00:00
TSLA,Electrek,Tesla (TSLA) board explore new pay deal for Elon Musk,"Tesla’s (TSLA) board is reportedly exploring a new CEO pay deal for Elon Musk, who might not get back his $55 billion 2018 compensation package.



 more…","Tesla’s (TSLA) board is reportedly exploring a new CEO pay deal for Elon Musk, who might not get back his $55 billion 2018 compensation package.
According to a new Financial Times report, Tesla’s bo… [+2325 chars]",http://electrek.co/2025/05/14/tesla-tsla-board-explore-pay-deal-elon-musk/,2025-05-14 18:11:39+00:00
TSLA,Yahoo Entertainment,Is Tesla (TSLA) the Best Technology Stock to Buy for Long-Term Investment?,,"If you click 'Accept all', we and our partners, including 241 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_403551ac-b832-4137-b0d5-112a996ecc6d,2025-05-14 16:25:03+00:00
TSLA,Biztoc.com,Why Tesla’s Stock Rally Means Its Time to Sell,"In This Article:
Tesla (TSLA) has been on a tear over the past week, sparked by its latest results and fueled further by the U.S.-China trade deal announced this week that eased tariff tensions. Tesla bulls seem to be celebrating, but Tesla’s core problems re…","In This Article:Tesla (TSLA) has been on a tear over the past week, sparked by its latest results and fueled further by the U.S.-China trade deal announced this week that eased tariff tensions. Tesla… [+141 chars]",https://biztoc.com/x/4927ab0ef64c7723,2025-05-14 15:29:17+00:00
TSLA,Biztoc.com,Tesla might give Elon Musk a new pay package,"In This Article:
Tesla (TSLA) has formed a special committee to review Elon Musk’s pay, a move that could lead to the creation of a stock option package — or another workaround to reward the CEO, whose previous $56 billion compensation deal was struck down in…","In This Article:Tesla (TSLA) has formed a special committee to review Elon Musks pay, a move that could lead to the creation of a stock option package or another workaround to reward the CEO, whose p… [+147 chars]",https://biztoc.com/x/2f006fd755cc48a9,2025-05-14 15:06:36+00:00
TSLA,Yahoo Entertainment,Tesla might give Elon Musk a new pay package,"Tesla (TSLA) has formed a special committee to review Elon Musk’s pay, a move that could lead to the creation of a stock option package — or another...","Photo: Apu Gomes (Getty Images)
Tesla (TSLA) has formed a special committee to review Elon Musks pay, a move that could lead to the creation of a stock option package or another workaround to reward… [+3171 chars]",https://finance.yahoo.com/news/tesla-might-elon-musk-pay-142440545.html,2025-05-14 14:24:40+00:00
TSLA,Quartz India,Tesla might give Elon Musk a new pay package,"Tesla (TSLA) has formed a special committee to review Elon Musk’s pay, a move that could lead to the creation of a stock option package — or another workaround to reward the CEO, whose previous $56 billion compensation deal was struck down in court earlier th…","In This Story
Tesla (TSLA) has formed a special committee to review Elon Musks pay, a move that could lead to the creation of a stock option package or another workaround to reward the CEO, whose pr… [+3099 chars]",https://qz.com/tesla-elon-musk-salary-pay-package-board-denholm-1851780605,2025-05-14 14:24:40+00:00
TSLA,Biztoc.com,Tesla stock adds to recent gains on report new Musk pay deal in the works,"In This Article:
Tesla (TSLA) stock is chugging higher on Tuesday as on reports the company’s board is once again exploring how to compensate CEO Elon Musk.
Per the Financial Times (FT), Tesla’s board has formed a special committee to explore a new pay packag…","In This Article:Tesla (TSLA) stock is chugging higher on Tuesday as on reports the companys board is once again exploring how to compensate CEO Elon Musk.Per the Financial Times (FT), Teslas board ha… [+149 chars]",https://biztoc.com/x/153c7012fc1a2653,2025-05-14 13:15:30+00:00
TSLA,Yahoo Entertainment,"Tesla, Inc. (TSLA) Eyes Robotaxi Expansion in Saudi Arabia Amid Robotics Push","We recently compiled a list of the 9 AI Stocks Poised to Gain from Trump’s Middle East AI Push. In this article, we are going to take a look at where Tesla, ...","We recently compiled a list of the 9 AI Stocks Poised to Gain from Trumps Middle East AI Push. In this article, we are going to take a look at where Tesla, Inc. (NASDAQ:TSLA) stands against the other… [+4425 chars]",https://finance.yahoo.com/news/tesla-inc-tsla-eyes-robotaxi-130855852.html,2025-05-14 13:08:55+00:00
TSLA,Forbes,Why Is Tesla Stock Surging?,"U.S. tariffs on Chinese goods were reduced to 30% for a period of 90 days, while Chinese tariffs on U.S. goods were lowered from 125% to 10%.","HAWTHORNE, CALIFORNIA - MAY 2: A Tesla Model S is seen parked at a Tesla Supercharger on May 2, 2025 ... More in Hawthorne, California. (Photo by Jay L Clendenin/Getty Images)
Getty Images
Tesla st… [+5514 chars]",https://www.forbes.com/sites/greatspeculations/2025/05/14/why-is-tesla-stock-surging/,2025-05-14 12:53:34+00:00
TSLA,Biztoc.com,Give This Stock Credit For Something Nvidia And Tesla Failed To Do,", Microsoft (MSFT), Tesla (TSLA), Apple (AAPL), and the others, none of the Magnificent Seven stocks have pulled off this feat by credit score colossus Fair Isaac (FICO). FICO stock has secured a spot on the list of new buys by the best mutual funds in each o…",", Microsoft (MSFT), Tesla (TSLA), Apple (AAPL), and the others, none of the Magnificent Seven stocks have pulled off this feat by credit score colossus Fair Isaac (FICO). FICO stock has secured a spo… [+145 chars]",https://biztoc.com/x/33eb0e6507c73bad,2025-05-14 12:20:14+00:00
TSLA,Biztoc.com,"Dow Jones Futures Rise As Nvidia, Tesla Rally; Super Micro Soars On $20 Billion AI Deal","Futures for the Dow Jones Industrial Average and other major stock indexes were higher Wednesday, as Nvidia (NVDA) and Tesla (TSLA) rallied in a bid to extend recent gains. And Super Micro Computer (SMCI) soared on the stock market today after scoring a $20 b…","Futures for the Dow Jones Industrial Average and other major stock indexes were higher Wednesday, as Nvidia (NVDA) and Tesla (TSLA) rallied in a bid to extend recent gains. And Super Micro Computer (… [+136 chars]",https://biztoc.com/x/4e80382129cd1e95,2025-05-14 12:19:51+00:00
TSLA,Yahoo Entertainment,Is Tesla (TSLA) the Best High Volume Stock to Buy Now?,,"If you click 'Accept all', we and our partners, including 241 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d224089f-1ec7-4537-b569-8430676a79ce,2025-05-14 08:15:43+00:00
TSLA,ETF Daily News,Best Retail Stocks To Follow Now – May 12th,"Tesla, Amazon.com, and Apple are the three Retail stocks to watch today, according to MarketBeat’s stock screener tool. Retail stocks represent equity shares in publicly traded companies whose primary business is selling goods or services directly to consumer…","Tesla, Amazon.com, and Apple are the three Retail stocks to watch today, according to MarketBeat’s stock screener tool. Retail stocks represent equity shares in publicly traded companies whose primar… [+3756 chars]",https://www.etfdailynews.com/2025/05/14/best-retail-stocks-to-follow-now-may-12th/,2025-05-14 06:06:53+00:00
TSLA,ETF Daily News,Best Solar Stocks To Watch Today – May 12th,"Tesla, Berkshire Hathaway, NRG Energy, First Solar, and GE Vernova are the five Solar stocks to watch today, according to MarketBeat’s stock screener tool. Solar stocks are shares of publicly traded companies involved in the solar energy industry, including m…","Tesla, Berkshire Hathaway, NRG Energy, First Solar, and GE Vernova are the five Solar stocks to watch today, according to MarketBeat’s stock screener tool. Solar stocks are shares of publicly traded … [+5895 chars]",https://www.etfdailynews.com/2025/05/14/best-solar-stocks-to-watch-today-may-12th/,2025-05-14 06:06:52+00:00
TSLA,Yahoo Entertainment,"Cathie Wood Remains Confident in Tesla, Inc. (TSLA) Stock as Washington Seeks Answers on Robotaxis",,"If you click 'Accept all', we and our partners, including 241 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a261f1f1-f32e-4281-a2f8-1f1a2f9fecf0,2025-05-14 03:08:41+00:00
TSLA,TheStreet,Elon Musk gets devastating news as the 'anti-Tesla' catches on,Tesla's dangerous new competitor is closing in quickly.,"Tesla  (TSLA)  stock may have surged yesterday, but that doesnt mean it's all good news for Elon Musk. On the contrary, negative headlines are still piling up as the company falters.
Once known as t… [+3944 chars]",https://www.thestreet.com/technology/elon-musk-gets-devastating-news-as-the-anti-tesla-catches-on,2025-05-14 01:37:00+00:00
TSLA,Biztoc.com,Tesla's board chair has now sold stock worth more than half-a-billion,"In This Story
Robyn Denholm, the chair of Tesla’s (TSLA-3.33%) board of directors, sold nearly $200 million worth of Tesla stock in the past six months, per an New York Times analysis of recent SEC filings.
That brings Denholm’s total proceeds from Tesla stoc…","In This StoryRobyn Denholm, the chair of Teslas (TSLA-3.33%) board of directors, sold nearly $200 million worth of Tesla stock in the past six months, per an New York Times analysis of recent SEC fil… [+142 chars]",https://biztoc.com/x/9adcefa55dbea2ac,2025-05-13 22:32:38+00:00
TSLA,Quartz India,Tesla’s board chair has now quietly cashed out over $500 million,"Robyn Denholm, the chair of Tesla’s (TSLA) board of directors, sold nearly $200 million worth of Tesla stock in the past six months, per an New York Times analysis of recent SEC filings. Read more...","In This Story
Robyn Denholm, the chair of Teslas (TSLA-3.33%
) board of directors, sold nearly $200 million worth of Tesla stock in the past six months, per an New York Times analysis of recent SEC… [+3706 chars]",https://qz.com/tsla-board-chair-denholm-musk-stock-sales-compensation-1851780525,2025-05-13 20:00:00+00:00
TSLA,Yahoo Entertainment,BlackRock CEO: Investors are still sitting on trillions in cash as they wait for tariff 'equilibrium',"BlackRock CEO Larry Fink, speaking in Saudi Arabia as President Trump visited, said the uncertainty surrounding trade still has Western investors sitting on ...","President Trump is touting new Saudi Arabia investments as part of his Middle East trip, but one top Wall Street CEO who followed him to the Gulf Tuesday said the uncertainty surrounding trade still … [+2826 chars]",https://finance.yahoo.com/news/blackrock-ceo-investors-are-still-sitting-on-trillions-in-cash-as-they-wait-for-tariff-equilibrium-155357932.html,2025-05-13 15:53:57+00:00
TSLA,Biztoc.com,"Positive Trade Developments, Robotaxis Have Helped Drive Tesla, Inc. (TSLA) Stock Higher, Former CEO Says","In This Article:
A few factors, including positive developments in America's trade talks with other countries and positive speculation about TSLA's upcoming robotaxi business, have helped push Tesla, Inc. (TSLA) stock higher in recent weeks, former Ford (F) C…","In This Article:A few factors, including positive developments in America's trade talks with other countries and positive speculation about TSLA's upcoming robotaxi business, have helped push Tesla, … [+149 chars]",https://biztoc.com/x/150ae28aa313f8d8,2025-05-13 15:07:34+00:00
TSLA,Yahoo Entertainment,"Positive Trade Developments, Robotaxis Have Helped Drive Tesla, Inc. (TSLA) Stock Higher, Former CEO Says","A few factors, including positive developments in America’s trade talks with other countries and positive speculation about TSLA’s upcoming robotaxi business...","A few factors, including positive developments in America's trade talks with other countries and positive speculation about TSLA's upcoming robotaxi business, have helped push Tesla, Inc. (TSLA) stoc… [+1708 chars]",https://finance.yahoo.com/news/positive-trade-developments-robotaxis-helped-144317654.html,2025-05-13 14:43:17+00:00
TSLA,Yahoo Entertainment,"Stock market today: Dow, S&P 500, Nasdaq waver after consumer prices rise at slowest annual pace since 2021",US-China trade truce euphoria is giving way to worry over economic slowdown in the wait for the latest US consumer inflation report,"US stock futures largely stalled Tuesday after the latest consumer inflation report revealed easing prices in April as euphoria over the US-China trade truce faded.
Dow Jones Industrial Average futu… [+5868 chars]",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-waver-after-cpi-print-shows-slowest-pace-of-inflation-since-2021-123847392.html,2025-05-13 12:38:47+00:00
TSLA,The Times of India,"U.S. stock futures today fall ahead of April inflation report as tariff rally fades and Fed rate cut hopes waver, with Dow, S&P 500, and Nasdaq futures down","U.S. stock futures dropped Tuesday morning as investor focus shifted from the recent U.S.-China tariff truce to the April CPI report, a key inflation update that could influence Federal Reserve interest rate cuts. While Monday saw a rally across major indexes…","U.S. Stock Futures Decline as Investors Await Key Inflation Data Amid Tariff Truce Uncertainty- U.S. stock futures dipped on Tuesday, signaling a cautious start to the trading day as investors shifte… [+4497 chars]",https://economictimes.indiatimes.com/news/international/us/u-s-stock-futures-today-fall-ahead-of-april-inflation-report-as-tariff-rally-fades-and-fed-rate-cut-hopes-waver-with-dow-sp-500-and-nasdaq-futures-down/articleshow/121139697.cms,2025-05-13 12:14:43+00:00
TSLA,ETF Daily News,"Tesla, Inc. (NASDAQ:TSLA) Shares Sold by McGowan Group Asset Management Inc.","McGowan Group Asset Management Inc. trimmed its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 22.3% in the fourth quarter, Holdings Channel reports. The firm owned 1,159 shares of the electric vehicle producer’s stock after selling 333 shar…","McGowan Group Asset Management Inc. trimmed its holdings in shares of Tesla, Inc. (NASDAQ:TSLA – Free Report) by 22.3% in the fourth quarter, Holdings Channel reports. The firm owned 1,159 shares of … [+6154 chars]",https://www.etfdailynews.com/2025/05/13/tesla-inc-nasdaqtsla-shares-sold-by-mcgowan-group-asset-management-inc/,2025-05-13 08:22:52+00:00
TSLA,ETF Daily News,Best Utility Stocks To Consider – May 11th,"Tesla, Berkshire Hathaway, Ford Motor, Nuvve, Rivian Automotive, Eaton, and CRH are the seven Utility stocks to watch today, according to MarketBeat’s stock screener tool. Utility stocks represent shares in companies that provide essential public services—suc…","Tesla, Berkshire Hathaway, Ford Motor, Nuvve, Rivian Automotive, Eaton, and CRH are the seven Utility stocks to watch today, according to MarketBeat’s stock screener tool. Utility stocks represent sh… [+8052 chars]",https://www.etfdailynews.com/2025/05/13/best-utility-stocks-to-consider-may-11th/,2025-05-13 06:42:47+00:00
TSLA,ETF Daily News,Best Automotive Stocks To Add to Your Watchlist – May 11th,"Tesla, NVIDIA, Carvana, Taiwan Semiconductor Manufacturing, and Texas Instruments are the five Automotive stocks to watch today, according to MarketBeat’s stock screener tool. Automotive stocks are shares of publicly traded companies involved in the design, m…","Tesla, NVIDIA, Carvana, Taiwan Semiconductor Manufacturing, and Texas Instruments are the five Automotive stocks to watch today, according to MarketBeat’s stock screener tool. Automotive stocks are s… [+6224 chars]",https://www.etfdailynews.com/2025/05/13/best-automotive-stocks-to-add-to-your-watchlist-may-11th/,2025-05-13 06:10:59+00:00
TSLA,ETF Daily News,Top Industrial Stocks Worth Watching – May 11th,"Tesla, Broadcom, Texas Instruments, Cloudflare, and Microchip Technology are the five Industrial stocks to watch today, according to MarketBeat’s stock screener tool. Industrial stocks are shares of companies that manufacture and distribute capital goods—such…","Tesla, Broadcom, Texas Instruments, Cloudflare, and Microchip Technology are the five Industrial stocks to watch today, according to MarketBeat’s stock screener tool. Industrial stocks are shares of … [+6182 chars]",https://www.etfdailynews.com/2025/05/13/top-industrial-stocks-worth-watching-may-11th/,2025-05-13 06:10:58+00:00
TSLA,ETF Daily News,Promising Energy Stocks To Consider – May 11th,"Tesla, Broadcom, NextEra Energy, Exxon Mobil, and GE Vernova are the five Energy stocks to watch today, according to MarketBeat’s stock screener tool. Energy stocks are shares of companies involved in the exploration, production, distribution and servicing of…","Tesla, Broadcom, NextEra Energy, Exxon Mobil, and GE Vernova are the five Energy stocks to watch today, according to MarketBeat’s stock screener tool. Energy stocks are shares of companies involved i… [+5655 chars]",https://www.etfdailynews.com/2025/05/13/promising-energy-stocks-to-consider-may-11th/,2025-05-13 06:10:53+00:00
TSLA,Investopedia,Tesla Rides Market Rally Back Into $1 Trillion Club,"Tesla shares surged close to 7% Monday, pushing the company's market capitalization above $1 trillion, amid a broad market rally after the U.S. and China...","Sean Gallup / Getty Images
 Tesla's stock has posted gains for three consecutive weeks, but shares are still down more than 20% since the start of the year
Tesla (TSLA) shares surged Monday, pushin… [+1310 chars]",https://www.investopedia.com/tesla-rides-market-rally-back-into-usd1-trillion-club-11733417,2025-05-12 21:08:01+00:00
TSLA,Biztoc.com,"Tesla (NASDAQ: TSLA) Bull, Base, & Bear Price Prediction and Forecast",Shares of Tesla Inc. (NASDAQ:TSLA) jumped 7.35% during a.m. trading on Monday following news of a U.S.-China tariff pause on Sunday. The gain was a welcome sign for investors who have endured a year-do-date loss of 15.55% and seen the stock slip 33.25% since …,Shares of Tesla Inc. (NASDAQ:TSLA) jumped 7.35% during a.m. trading on Monday following news of a U.S.-China tariff pause on Sunday. The gain was a welcome sign for investors who have endured a year-… [+147 chars],https://biztoc.com/x/ba0bd1154be1a400,2025-05-12 17:01:51+00:00
TSLA,Biztoc.com,Tesla Is Back in the Trillion-Dollar Club. Should You Buy TSLA Stock Here?,"Less than $10/month! Get more Watchlists, Portfolios, Custom Views and Chart Templates with Barchart Plus.
FREE 30 Day Trial
- Market Pulse
- VolatilityVolume & Open InterestHorizontal StrategiesButterfly Strategies
-
- ResourcesEuropean FuturesEuropean Group…","Less than $10/month! Get more Watchlists, Portfolios, Custom Views and Chart Templates with Barchart Plus.FREE 30 Day Trial- Market Pulse- VolatilityVolume &amp; Open InterestHorizontal StrategiesBut… [+142 chars]",https://biztoc.com/x/c04c2a41076ad857,2025-05-12 16:39:05+00:00
TSLA,Biztoc.com,Tesla’s Europe Sales Are in a ‘Death Spiral.’ Can Musk’s Comeback Save TSLA Stock?,,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;How did US-China tariff truce impact markets? { window.open(this.href, '_blank'); }, 200); return false;""&gt;Why is Tesla stock surging … [+960 chars]",https://biztoc.com/x/16baee32ec21b1a5,2025-05-12 15:43:10+00:00
TSLA,Yahoo Entertainment,"Stock market today: Dow gains 900 points, while S&P 500, Nasdaq surge as US-China deal spurs a rush into stocks",US and China said they have agreed to slash most tariffs for 90 days while further trade talks take place.,"US stocks shot higher on Monday in the wake of a US-China deal to temporarily slash reciprocal tariffs, a reprieve for markets fretting about the economic damage from a trade war.
The S&amp;P 500 (^… [+7654 chars]",https://finance.yahoo.com/news/live/stock-market-today-dow-gains-900-points-while-sp-500-nasdaq-surge-as-us-china-deal-spurs-a-rush-into-stocks-144248295.html,2025-05-12 14:42:48+00:00
TSLA,Yahoo Entertainment,"Stock market today: Dow gains 1,000 points, while S&P 500, Nasdaq surge as US-China deal spurs a rush into stocks",US and China said they have agreed to slash most tariffs for 90 days while further trade talks take place.,"US stocks shot higher on Monday in the wake of a US-China deal to temporarily slash reciprocal tariffs, a reprieve for markets fretting about the economic damage from a trade war.
The S&amp;P 500 (^… [+5821 chars]",https://finance.yahoo.com/news/live/stock-market-today-dow-gains-1000-points-while-sp-500-nasdaq-surge-as-us-china-deal-spurs-a-rush-into-stocks-133030475.html,2025-05-12 13:30:30+00:00
TSLA,TheStreet,Stock Market Today: Stocks soar as the U.S. and China agree tariff pause,A cooling of trade tensions between the world's two biggest economies has U.S. stocks set to soar in early Monday trading.,"U.S. stock futures soared in early trading, while the dollar rallied and Treasury bond yields spiked, after Washington and Beijing agreed to a 90-day tariff truce that will reopen billions in trade b… [+3924 chars]",https://www.thestreet.com/investing/stock-market-today-stocks-soar-as-the-u-s-and-china-agree-tariff-pause,2025-05-12 13:14:00+00:00
TSLA,Forbes,Christy Anderson Picks Palantir And Wins 2024-2025 Derby,"Christy Anderson of Las Vegas, Nevada, won the 2024-2025 stock picking contest, Dorfman's Three Stock Derby. A big gain in Palantir propelled her victory.","Alex Karp, CEO of Palantir Technologies, speaking in April in Washington DC. Photo by Kevin ... More Dietsch/Getty Images.
Getty Images
A 446% gain in Palantir Technologies Inc. (PLTR) propelled Ch… [+4354 chars]",https://www.forbes.com/sites/johndorfman/2025/05/12/christy-anderson-picks-palantir-and-wins-2024-2025-derby/,2025-05-12 12:45:00+00:00
TSLA,Biztoc.com,"Tesla, Amazon stocks lead ‘Magnificent Seven’ surge after US-China temporary trade truce","In This Article:
Tesla (TSLA) and Amazon (AMZN) led the “Magnificent Seven” big tech stock surge in premarket trading Monday after the US and China announced a temporary trade war truce.
Tesla shares surged as much as 7.9%, while Amazon jumped 7.7%.
Meanwhile…",In This Article:Tesla (TSLA) and Amazon (AMZN) led the Magnificent Seven big tech stock surge in premarket trading Monday after the US and China announced a temporary trade war truce.Tesla shares sur… [+146 chars],https://biztoc.com/x/e19754a937a634bc,2025-05-12 12:43:56+00:00
TSLA,MarketWatch,"Now that trade deals are getting done, this out-of-favor stock-market strategy may shine",UBS strategists led by Sean Simonds have a timely note about how now the questions will be less on policy uncertainty and more on outcome uncertainty.,US Treasury Secretary Scott Bessent (R) and US Trade Representative Jamieson Greer arriving at their news conference announcing a big drop in tariff rates in the U.S. and China. UBS strategists say a… [+9870 chars],https://www.marketwatch.com/story/now-that-trade-deals-are-getting-done-heres-why-this-out-of-favor-stock-market-strategy-may-shine-006e16f3,2025-05-12 12:38:00+00:00
